genes_ens	genes_symb	DMSO_24h_1	DMSO_24h_2	DMSO_24h_3	DMSO_24h_4	Enz_1uM_24h_1	Enz_1uM_24h_2	Enz_1uM_24h_3	Enz_1uM_24h_4	siCon_48h_1	siCon_48h_2	siCon_48h_3	siCon_48h_4	siAR_48h_1	siAR_48h_2	siAR_48h_3	siAR_48h_4
ENSG00000114982	KANSL3	51.50574794	58.96415725	64.19937331	63.04370403	66.19202009	72.22493767	70.29604166	72.64712091	59.15070374	60.97018727	57.40321621	53.6362097	43.09205968	42.12956162	46.31824282	48.9887845
ENSG00000114988	LMAN2L	20.73733297	17.53708161	21.75156849	20.86781823	23.14114718	21.12082466	22.11560861	20.06319404	20.40254537	24.38807491	22.69666173	22.4080165	23.35276826	29.08945922	22.81346288	27.13224988
ENSG00000114993	RTKN	22.6663872	28.79733357	34.23966577	37.86144236	26.68528684	27.91261926	30.43219252	31.40611093	29.13060974	26.56353699	23.96889613	39.25375939	26.80444764	35.44232962	14.32013904	32.9104142
ENSG00000114999	TTL	37.80946291	42.03573791	40.10262223	40.41488848	44.6492104	48.45365658	49.62073529	48.05987331	37.41393197	39.61630948	39.08304082	35.67801208	49.13249858	39.32092418	50.26862601	40.94959935
ENSG00000115020	PIKFYVE	36.36267224	36.36757054	30.89778058	31.08160268	36.1710724	42.24164933	37.54078101	35.66790052	32.1882119	33.54791525	33.79054571	24.63292593	36.99768829	21.80037633	45.9232045	28.45117869
ENSG00000115041	KCNIP3	1.92905423	1.825986805	1.817516505	1.760997319	2.64073151	2.981763482	3.763370373	2.688205737	1.0006698	0.80148603	1.119566274	0.715149463	2.211232099	2.541148161	0.790076637	2.135408555
ENSG00000115042	FAHD2A	8.584291324	11.67870728	12.07769032	14.61627775	13.55112222	12.96238847	14.07779288	12.98206673	11.89685207	13.68251151	12.26433963	15.41544397	14.61570485	17.58742017	8.888362162	13.25209427
ENSG00000115053	NCL	1432.033408	1496.624435	1304.800962	1205.666815	1350.351956	1283.483525	1219.750153	1144.58555	1371.529147	1329.379079	1319.866858	1177.771704	1129.993535	1077.112459	1494.824997	1107.523366
ENSG00000115073	ACTR1B	45.81503797	63.33891731	67.48262893	81.00587668	61.60548641	61.04332461	63.60560544	68.5820293	52.03482961	49.17689283	45.44421283	60.39039907	54.04035519	67.4072986	24.29485658	60.92194995
ENSG00000115084	SLC35F5	92.49815033	64.93665576	59.97804465	55.91166488	54.20448889	57.6888407	52.91949204	49.30562718	79.44206358	70.87426464	83.50946614	72.23009572	68.17066763	55.16966403	110.41321	67.70501242
ENSG00000115091	ACTR3	246.0508671	208.9994064	199.868186	194.7663035	163.829593	170.6231326	159.9200102	145.4253738	213.6430023	197.7380534	216.3816271	183.3961066	164.9255551	154.2744423	215.1971239	154.6287018
ENSG00000115107	STEAP3	16.87922451	21.79771749	23.62771456	28.17595711	21.40382382	20.99658452	21.65099499	23.5381917	5.170127301	4.694418175	5.801388872	3.893591519	18.49884414	22.53597185	11.85114955	18.46500339
ENSG00000115109	EPB41L5	59.99358656	47.01916024	41.86150917	42.44003539	48.12385713	48.32941643	43.81306496	44.78157363	47.53181551	40.93303653	51.14382295	45.84902666	40.88082758	36.77977602	57.97187321	36.4275577
ENSG00000115128	SF3B6	109.7631857	69.04512607	72.05573498	69.29524451	68.38104753	59.96657669	68.34466443	53.43628478	97.56530551	96.4073196	95.97736327	87.08931234	94.27399289	129.9997902	120.6842062	84.851087
ENSG00000115129	TP53I3	3.472297614	3.081352734	3.693662574	3.433944772	2.501745641	3.064590245	2.601836307	2.294809776	3.891493667	4.00743015	3.765813829	4.211435724	4.368531707	6.352870404	2.27147033	3.517143503
ENSG00000115137	DNAJC27	5.015540998	4.298677271	4.455846915	4.402493298	4.760266012	5.342326238	5.668286241	4.327355577	6.004018801	4.866165182	6.208503881	4.688202033	5.501114002	3.611105282	5.333017297	4.710460048
ENSG00000115145	STAM2	26.71740109	20.39018599	17.00257375	19.10682091	20.95211975	22.15615921	18.58454505	19.73536407	26.46215694	25.99104697	29.26139124	16.60735974	25.77973032	15.11314433	37.62739982	24.74561679
ENSG00000115159	GPD2	87.09679849	73.0775136	65.19607591	56.79216354	71.78620132	71.64515033	66.62559401	66.22165353	71.04755581	65.66460545	74.90916158	67.93919895	40.44936766	37.0472653	57.083037	44.84357966
ENSG00000115163	CENPA	28.74290803	22.02596584	24.09675108	24.91811207	21.85552789	20.08549012	21.83684044	20.84998596	27.12927014	25.76205096	26.05536055	28.04975115	8.898860885	16.51746305	8.690843003	11.68194092
ENSG00000115170	ACVR1	10.51334555	9.700554903	9.028952959	6.779839679	9.729010827	10.51899895	8.8276589	9.507069072	11.674481	11.56429843	10.27965397	8.820176706	11.37975543	9.495869446	7.505728048	7.787960613
ENSG00000115183	TANC1	134.3586271	169.3602762	152.7886455	151.4457695	183.2181218	215.5980651	199.9697048	203.3857121	158.4949778	155.0875468	165.1869147	129.4420527	162.606458	117.3609217	197.5191592	151.9280381
ENSG00000115204	MPV17	51.02348439	55.65455617	57.98463946	54.23871743	56.91471334	59.96657669	61.23607595	62.15656193	56.53784371	53.585066	55.9274243	51.96752762	65.15044818	55.97213187	34.86213159	64.43909346
ENSG00000115207	GTF3C2	51.9880115	69.31141582	70.70725499	70.3518429	66.26151302	69.65730801	71.31819164	80.51504014	67.26724768	63.54639237	66.66508266	66.74728318	59.86506414	64.19742724	47.50335778	64.12506279
ENSG00000115211	EIF2B4	34.91588156	43.63347637	48.66253867	49.13182521	45.06616801	38.88716541	43.16260588	39.73299212	48.75485637	53.642315	45.85132784	42.3527404	50.85833827	62.85998084	39.20755309	44.71796739
ENSG00000115216	NRBP1	72.05017549	73.68617587	74.98721321	77.04363272	73.21080647	76.36627584	72.94433933	73.56504482	113.2424657	109.4028431	106.7150216	124.9127728	105.2762209	126.5224295	87.99478541	114.8096129
ENSG00000115233	PSMD14	145.5471417	107.0104351	108.3474355	100.1126976	103.2317542	102.6223598	101.3786933	98.67682036	141.2612201	124.2875836	136.2308597	130.3955854	114.9301366	119.7014529	151.0033972	121.7182876
ENSG00000115234	SNX17	82.65997376	66.95284953	79.26717143	88.13791583	67.89459698	61.91300563	68.85573942	76.18768456	83.50033555	86.73223824	80.71055045	109.1794846	78.68750322	84.92784645	56.29296036	90.44083292
ENSG00000115239	ASB3	3.375844903	2.891145775	2.872848669	2.113196783	3.26616792	3.395897299	3.345218109	2.098111795	2.779638334	2.118213079	1.984685667	2.224909439	1.941569648	1.337446401	2.962787387	3.391531235
ENSG00000115241	PPM1G	168.5993397	196.8261611	198.4024468	198.6404976	173.9755615	170.4160657	173.9513417	175.5857309	203.8586754	216.6874731	192.4636203	221.4579503	177.6536228	206.3679796	141.7199967	200.9168226
ENSG00000115255	REEP6	45.42922712	62.31179973	60.85748812	71.32039143	60.94530354	57.44036041	57.75147375	67.86080337	54.92565347	54.50105003	47.47978788	74.37554411	57.65383204	68.20976644	24.59113532	63.05735851
ENSG00000115257	PCSK4	3.954561172	4.07042892	5.042142561	4.842742628	4.968744815	4.88677904	5.250133977	4.392921571	3.335566	2.633454098	2.697136932	4.211435724	5.285384041	4.413573123	1.876432012	5.21290912
ENSG00000115263	GCG	5.015540998	4.71713258	4.39721735	5.45909169	9.833250229	8.32408972	10.82549749	7.933485225	10.3402546	8.644599323	10.38143272	7.072033575	15.31682722	13.77569793	26.86260565	11.17949185
ENSG00000115266	APC2	0.771621692	1.141241753	1.700257375	1.937097051	1.250872821	1.490881741	0.975688615	1.966979808	0.5003349	0.572490021	0.661561889	0.715149463	1.240447275	1.003084801	2.172710751	0.565255206
ENSG00000115267	IFIH1	13.11756876	10.46138274	8.501286877	10.12573459	11.36209479	11.71998702	11.33657248	8.982541123	13.45344954	9.560583357	11.19566274	11.1245472	11.43368793	9.696486406	16.29533063	10.99107345
ENSG00000115268	RPS15	747.6049669	829.0740924	795.2514151	828.6372886	771.9970091	654.9526315	703.8896439	657.6269158	963.7562031	1082.063389	875.8570516	945.9838169	930.5511861	1326.613085	582.088962	986.0563034
ENSG00000115271	GCA	29.80388786	19.51523398	21.10664328	18.40242199	20.152951	18.18047456	19.97838593	15.60470648	25.3503016	21.5256248	25.03757303	17.64035341	24.64714803	23.47218433	39.30631267	20.66321808
ENSG00000115275	MOGS	20.83378569	27.3137193	28.25945017	32.57845041	26.78952624	25.17933607	26.15774716	30.55375302	19.1795045	19.40741172	17.40416662	23.67939332	23.24490328	30.15941634	7.505728048	23.80352478
ENSG00000115282	TTC31	6.558784382	11.79283145	11.66728337	14.70432762	12.68246054	12.09270745	12.21933837	15.27687651	12.06363037	10.5910654	10.58499022	10.25047563	11.16402547	10.56582657	8.888362162	9.734950766
ENSG00000115286	NDUFS7	73.49696617	77.33814948	91.22760262	103.7227421	74.11421462	68.24925303	78.10155058	85.89145161	102.8466183	116.8452134	94.04356698	142.0763599	98.15713219	122.5100903	43.0591767	106.1423664
ENSG00000115289	PCGF1	12.05658894	8.55931315	9.67387817	7.220089009	7.713715727	8.903877064	9.338733889	7.408957276	10.006698	12.36578446	10.38143272	10.40939773	14.3460424	14.97939969	12.24618787	8.667246488
ENSG00000115290	GRB14	6.365878959	4.71713258	4.690365173	3.69809437	7.192518718	4.762538895	7.06212712	4.851883526	3.1687877	3.320442124	3.511366949	1.668682079	6.256168865	3.744849922	7.900766366	4.019592574
ENSG00000115295	CLIP4	6.462331671	2.054235156	2.755589539	2.465396247	2.918703248	2.401976138	2.044299956	2.229243782	3.113194934	2.518956094	4.630933223	2.224909439	3.128084432	1.337446401	3.752864024	2.261020823
ENSG00000115306	SPTBN1	1.25388525	1.787945414	0.820813905	0.616349062	1.876309231	2.153495848	1.997838593	2.098111795	0.722705967	0.171747006	0.458004385	0.953532617	1.348312255	0.73559552	1.777672432	1.004898144
ENSG00000115307	AUP1	69.73531042	83.88126887	85.89231224	100.4648971	83.70423958	73.67440603	80.61046417	82.15418998	99.39986681	102.3039668	96.43536766	114.7417582	94.32792538	111.1417959	39.01003393	89.56154705
ENSG00000115310	RTN4	231.0042441	173.9632846	171.2569584	182.0871228	188.0826272	185.4905366	190.0269732	193.2229831	224.1500352	228.5380165	235.9740369	225.1926197	190.4356229	189.9173889	228.1346288	228.2374909
ENSG00000115317	HTRA2	15.33598113	18.45007501	22.92415978	20.60366863	18.90207818	17.10372664	19.00269732	17.83395026	18.06764917	18.20518268	18.01483913	21.61340598	22.48984842	28.22011906	14.81393694	24.80842292
ENSG00000115318	LOXL3	1.350337961	1.027117578	0.87944347	1.144648257	0.972901083	0.786854252	1.068611341	0.983489904	0.722705967	0.915984034	0.25444688	0.397305257	0.970784824	0	4.542940661	0.62806134
ENSG00000115325	DOK1	1.736148807	2.967228559	3.928180833	4.314443432	2.849210314	2.733283192	3.298756747	3.671695641	1.612190234	1.144980043	1.17045565	2.145448388	2.373029569	2.273658881	0.987595796	2.261020823
ENSG00000115339	GALNT3	67.32399263	51.92649978	43.20998916	43.58468365	61.25802174	65.39172969	55.56778971	53.04288882	57.70529181	58.50848018	63.40816259	47.75609189	82.73243999	62.99372548	129.1775301	76.05822824
ENSG00000115350	POLE4	42.92145662	41.69336539	44.44121002	53.00601931	34.85070664	29.61056791	34.33494698	34.22544866	49.64434064	51.12335891	47.27623037	70.72033575	32.84488654	42.7314125	28.0477206	37.05561904
ENSG00000115355	CCDC88A	10.70625098	10.87983805	11.7845425	8.012537802	10.84089778	12.50684127	12.35872246	11.60518087	8.894842668	8.988093335	10.68676898	8.263949346	8.629198434	6.954721284	16.78912853	8.85566489
ENSG00000115364	MRPL19	106.5802462	76.04474216	72.81791932	67.44619733	74.42693283	67.04826496	70.11019621	61.30420401	92.28399268	87.24747925	96.63892516	78.74590194	83.27176489	80.24678405	131.2514813	80.64307602
ENSG00000115365	LANCL1	67.13108721	58.50766055	56.98793686	55.73556515	63.03009157	68.00077274	59.84223507	51.99383292	64.09845998	56.73376112	67.27575517	49.74261818	59.86506414	48.01432579	78.8101445	44.78077352
ENSG00000115368	WDR75	80.73091953	65.96377334	60.97474725	54.85506649	62.36990869	62.86551341	58.82008509	49.96128712	63.20897571	68.58430456	69.56577709	61.18500958	66.82235537	52.96287747	90.26625574	57.27919418
ENSG00000115392	FANCL	16.7827718	10.95592083	12.31220858	9.245235926	11.39684125	8.489743247	9.989192966	8.523579168	8.172136701	11.27805342	9.821649582	6.913111472	9.761780729	8.626529285	25.77625027	8.667246488
ENSG00000115414	FN1	79.47703428	100.8096882	106.0608825	97.64730135	97.77655881	108.9171938	104.2592977	108.3805874	65.65505744	65.37836044	66.20707827	52.36483287	100.6380267	63.12747012	98.46330084	80.89430056
ENSG00000115415	STAT1	94.42720456	74.18071396	74.45954713	64.10030242	75.26084804	77.8157442	76.28955744	67.92636937	68.54588131	61.88617131	68.34443207	58.56279488	66.82235537	48.28181507	88.09354498	57.27919418
ENSG00000115419	GLS	78.8018653	62.61613086	54.87727253	58.55316086	57.81812149	56.65350615	56.12532606	55.73109456	73.32685924	67.0385815	77.40274101	70.40249154	52.04485306	41.12647682	70.81061856	47.04179435
ENSG00000115421	PAPOLG	11.28496725	12.32541094	9.732507735	8.100587668	9.346799687	10.31193204	8.874120263	9.048107116	10.56262567	9.846828367	11.34833086	8.025566192	9.276388317	4.012339202	11.15983249	11.43071638
ENSG00000115423	DNAH6	4.051013883	1.978152372	1.817516505	1.144648257	1.737323362	1.94642894	1.672609055	1.901413814	3.446751534	2.289960085	3.206030693	2.304370491	1.348312255	1.471191041	2.073951171	1.632959483
ENSG00000115425	PECR	23.53446161	17.15666769	18.64420156	20.60366863	16.19185373	16.02697871	17.2836269	19.01413814	21.95914284	26.04829597	22.18776797	20.42149021	21.68086107	23.80654593	20.93703087	23.04985117
ENSG00000115446	UNC50	23.24510347	21.45534496	18.93734939	18.84267132	20.50041567	19.42287601	20.44299956	18.35847821	28.12993994	26.50628799	26.36069681	26.22214696	24.05389063	24.80963073	30.31919093	26.4413824
ENSG00000115457	IGFBP2	72.33953363	89.16902232	89.35145655	126.4396075	82.14064855	76.4491026	78.98431647	101.1683281	85.22371131	78.77462694	80.04898856	142.8709704	74.75043143	99.97411846	32.09686336	77.12593252
ENSG00000115459	ELMOD3	7.233953363	9.776637687	8.618546006	11.97478177	11.50108066	11.67857364	9.849808878	11.14621891	8.227729468	11.44980043	10.07609646	7.787183037	11.05616049	11.90327297	8.197045105	8.416021952
ENSG00000115464	USP34	67.9027089	72.50689273	67.83440632	64.54055175	82.17539502	91.23367987	88.50889581	79.46598424	59.53985311	52.66908196	64.68039699	49.90154028	63.74820343	42.66454018	82.56300853	57.78164326
ENSG00000115484	CCT4	269.2959705	185.9843644	204.2654033	194.5902038	182.2104742	167.1444085	185.9848346	165.6196998	231.2659094	241.877034	247.7803721	228.4505228	212.8715389	253.1786037	307.3398117	215.6762641
ENSG00000115486	GGCX	40.12432799	34.96003904	37.52292139	38.82999089	38.95078977	37.64476396	37.35493556	37.96271029	44.86336271	48.54715381	46.30933223	49.82207923	43.46958711	53.43098371	68.24286949	45.8484778
ENSG00000115504	EHBP1	40.2207807	26.62897424	24.91756498	25.3583614	27.90141319	27.8297925	26.94759033	24.65281359	24.79437394	27.82301504	28.14182497	22.4080165	30.47185697	18.65737729	36.83732318	23.92913704
ENSG00000115507	OTX1	1.350337961	2.7770216	2.579700845	3.962243968	2.501745641	2.733283192	2.044299956	3.081601699	2.724045567	2.118213079	2.340911299	2.622214696	2.53482704	2.674892802	1.283874535	2.637857627
ENSG00000115514	TXNDC9	47.7440922	27.88434017	26.91097018	17.60997319	27.24123032	24.06117476	24.43867674	19.60423209	34.18955151	30.74271415	33.12898382	27.81136799	28.96174724	27.6851405	41.47902342	25.24806586
ENSG00000115520	COQ10B	44.65760543	36.13932219	34.12240664	36.45264451	30.95910231	29.03078057	32.15126294	31.40611093	43.30676524	44.88321767	44.73176157	41.47866883	38.39993303	44.13573123	47.4045982	40.07031347
ENSG00000115524	SF3B1	237.2736703	229.4276338	216.5776119	208.4140327	229.3266838	237.4229172	227.6142155	213.2861772	235.9912945	224.9313294	252.9710885	189.8324518	258.6602231	199.4801307	326.5979297	222.7105511
ENSG00000115525	ST3GAL5	1.543243384	1.864028197	2.110664328	2.553446113	3.057689117	2.153495848	3.066449934	2.819337725	2.3348962	1.316727049	1.67934941	1.430298925	2.804489491	3.276743682	3.357825706	3.077500565
ENSG00000115526	CHST10	16.97567722	20.16193764	19.17186765	21.92441662	20.84788034	20.54103732	20.21069274	21.11224994	16.12190234	16.25871661	15.01236594	16.76628185	21.14153616	25.54522625	12.54246661	21.10286102
ENSG00000115539	PDCL3	30.86486768	29.93857533	30.95641014	23.24516461	29.18703248	29.65198129	26.01836307	24.5872476	32.79973234	28.10926005	29.41405937	25.90430276	31.9819667	36.77977602	30.51671009	22.67301436
ENSG00000115540	MOB4	66.16656009	40.43799946	35.88129358	33.28284933	36.44904413	34.95289415	31.31495841	27.99667927	57.64969904	53.75681301	60.66013628	43.86250037	43.36172213	36.31166978	72.48953141	41.45204842
ENSG00000115541	HSPE1	188.4685983	132.6503331	144.1700995	108.5654847	118.1379886	91.81346721	128.6979745	98.02116043	221.3148041	222.2978753	221.6741222	173.7018584	168.5929644	244.4852021	165.2247766	160.4696723
ENSG00000115548	KDM3A	20.44797484	19.24894424	19.52364503	15.40872654	24.39202	23.978348	23.09129723	22.42356981	22.12592114	22.15536383	19.9995248	19.70634075	29.60893713	26.81580034	42.5653788	25.05964746
ENSG00000115561	CHMP3	32.89037462	31.87868631	34.06377707	30.64135335	35.61512892	35.49126811	34.66017652	37.96271029	32.07702637	27.82301504	30.22828939	26.61945222	39.96397525	32.49994754	34.36833369	37.55806812
ENSG00000115568	ZNF142	23.34155618	36.70994306	34.70870228	36.10044504	34.92019958	39.92249995	36.89032193	42.61789584	24.07166797	25.47580595	22.7475511	23.52047122	20.87187371	15.44750593	13.82634114	23.48949411
ENSG00000115594	IL1R1	20.64088026	23.50958012	20.22719981	21.13196783	21.54280969	22.86018669	21.32576545	19.66979808	26.40656417	25.70480196	28.2944931	23.75885437	24.37748558	20.59667457	33.3807379	26.88102534
ENSG00000115616	SLC9A2	40.51013883	41.88357235	32.65666752	34.33944772	33.77356616	36.23670898	30.66449934	30.750451	43.69591461	41.10478353	45.85132784	40.68405832	33.65387389	23.60592897	45.52816619	35.48546569
ENSG00000115648	MLPH	88.0613256	81.06620588	83.78164791	94.74165577	84.19069012	83.44796411	88.83412535	94.08720081	97.50971275	114.2690083	100.6591859	103.53775	73.99537657	105.5913933	56.98427742	85.54195447
ENSG00000115649	CNPPD1	26.23513753	35.18828739	37.58155095	47.10667829	36.4837906	36.48518927	35.82171059	44.71600763	31.24313487	34.52114829	30.8389619	45.53118245	32.62915658	36.17792514	13.72758156	42.3313343
ENSG00000115652	UXS1	26.13868482	23.81391125	23.68634413	24.91811207	21.99451376	20.04407674	21.97622452	20.91555196	24.73878117	25.93379797	23.96889613	22.32855544	27.34377254	27.21703426	33.47949748	31.02623018
ENSG00000115657	ABCB6	4.533277441	5.325794849	5.27666082	6.691789813	3.64837906	3.892857879	4.135061274	4.786317533	3.446751534	5.152410192	5.139826983	5.006046238	4.638194158	3.209871362	1.678912853	2.575051493
ENSG00000115661	STK16	23.82381974	26.17247754	29.31478233	28.9684059	26.12934336	26.21467061	29.64234936	27.20988734	32.8553251	37.66984341	36.33501452	36.07531734	32.5212916	38.0503501	29.43035471	34.48056755
ENSG00000115677	HDLBP	628.871679	850.5294373	811.3159159	758.725695	812.2334182	850.2167261	789.2856284	795.2499363	850.4581446	884.66883	805.1717082	813.3633222	845.3378516	795.6468638	699.4153426	817.0449969
ENSG00000115685	PPP1R7	91.91943406	72.43080994	74.92858364	68.94304505	69.11072334	66.509891	69.73850531	61.23863802	84.44541258	90.68241938	81.37211234	77.87183037	78.36390828	88.73956869	97.77198378	81.58516803
ENSG00000115687	PASK	58.35389046	63.98562097	67.3653698	70.0876933	58.89526197	59.38678935	61.4219214	66.28721953	62.31949144	70.75976664	62.59393257	67.62135474	41.85161241	39.85590274	31.20802715	41.89169136
ENSG00000115694	STK25	76.77635836	87.72344944	88.58927221	92.54040912	80.95926867	78.10563787	88.50889581	95.2018227	86.55793771	95.09059255	80.45610357	119.5094213	79.06503065	105.7920103	51.65126012	100.803845
ENSG00000115738	ID2	17.55439349	15.7110948	17.11983288	15.84897587	17.02576895	18.96732881	18.16639279	15.3424425	16.62223724	16.71670862	17.35327724	15.97167133	16.28761204	17.52054785	15.20897526	12.12158386
ENSG00000115750	TAF1B	8.584291324	5.630125983	6.801029501	6.075440751	6.636575243	5.963526964	6.690436219	6.949995321	6.170797101	4.751667177	6.819176394	5.323890444	5.608978982	6.820976644	12.34494745	5.464133656
ENSG00000115756	HPCAL1	29.22517159	33.09601085	34.65007272	43.84883325	31.86251046	32.09537081	31.54726523	36.8480884	34.46751534	35.20813631	30.12651064	42.98842881	33.70780638	38.7190733	20.64075213	40.76118095
ENSG00000115758	ODC1	729.6647625	661.6158858	657.0029017	615.7327127	618.1396522	586.2892446	610.0841527	563.9986769	774.6296108	799.7113108	826.4943568	821.3888883	593.6349198	607.3344106	636.3079712	640.4969543
ENSG00000115760	BIRC6	70.4104794	81.56074397	72.11436454	70.3518429	85.12884474	98.97798224	86.7898254	90.61220315	64.65438764	63.37464536	67.07219766	47.915014	81.81558765	56.03900419	87.20470877	65.31837933
ENSG00000115761	NOL10	56.32838352	49.33968513	46.7863926	44.11298285	46.69925197	43.27698387	46.55428536	40.38865206	57.64969904	52.89807797	57.09787995	52.68267708	52.47631298	51.42481411	71.1068973	48.9887845
ENSG00000115762	PLEKHB2	168.1170762	171.0340974	193.6534521	170.5525904	143.7808814	148.4669734	149.2338968	144.4418839	213.3650385	205.9819097	220.4018878	188.3226918	184.3412515	162.9678439	181.816386	176.9248794
ENSG00000115806	GORASP2	95.77754252	91.18521609	96.38700431	88.49011529	86.51870342	85.43580643	87.5332072	80.77730411	97.12056338	102.0749708	98.4709427	80.97081138	95.19084523	85.52969733	91.55013027	93.45552735
ENSG00000115808	STRN	21.60540738	21.83575888	19.4063859	18.75462145	22.44621784	25.05509592	21.37222681	19.14527013	22.6818488	21.81186981	22.69666173	17.48143131	23.56849822	21.86724865	27.5539227	19.15587086
ENSG00000115816	CEBPZ	82.08125749	51.20371333	49.24883432	46.22617963	45.86533676	46.79712131	43.11614452	42.88015981	51.59008747	46.65793674	53.79007051	46.72309822	52.26058302	37.64911618	93.22904312	51.62664213
ENSG00000115825	PRKD3	23.24510347	23.96607682	21.04801372	24.47786274	23.07165425	26.67021781	23.27714268	22.09573984	16.1774951	13.73976051	18.87995852	13.34945664	20.11681885	17.92178177	30.41795051	16.20398257
ENSG00000115827	DCAF17	22.37702907	19.97173068	16.70942593	14.35212815	20.91737328	18.18047456	17.09778145	17.96508225	21.1808441	18.8921707	24.17245363	17.08412605	22.32805095	16.24997377	28.64027808	18.65342179
ENSG00000115839	RAB3GAP1	52.37382235	58.05116385	54.99453166	53.5343185	58.33931849	58.43428157	55.61425107	54.55090667	62.54186251	54.27205402	58.31922498	49.74261818	58.67854935	56.97521667	65.57636084	52.1290912
ENSG00000115840	SLC25A12	16.87922451	15.67305341	16.70942593	13.29552976	15.25369912	14.82599065	15.00702013	14.09668862	17.78968534	20.26614676	17.6586135	16.8457429	16.61120699	18.59050497	17.38168601	15.70153349
ENSG00000115841	RMDN2	1.350337961	2.092276548	1.817516505	1.056598392	1.424605157	1.863602176	2.044299956	1.63914984	1.111855333	1.373976051	1.67934941	1.350837874	2.64269202	1.471191041	3.357825706	1.695765617
ENSG00000115844	DLX2	0.578716269	1.141241753	1.582998246	2.641495979	0.972901083	0.911094397	0.88276589	1.508017853	1.5010047	0.915984034	1.17045565	1.350837874	0.647189883	0.26748928	0.592557477	2.009796287
ENSG00000115866	DARS	107.2554152	93.4676996	90.69993654	83.99957213	83.77373251	79.26521256	84.048605	75.53202462	101.6791702	100.1285047	108.9032648	97.65763217	88.39535146	82.78793221	115.2524294	78.13083066
ENSG00000115875	SRSF7	261.2903955	191.3482006	213.997911	197.7599989	188.5343312	173.7705496	203.8724592	179.4541245	214.4213011	219.0346822	222.6919097	220.3454955	206.1299776	209.5109787	233.270127	209.7724875
ENSG00000115884	SDC1	46.1043961	54.93176973	59.09860118	71.93674049	56.15029106	58.22721466	53.7093352	68.77872728	48.36570701	42.53600859	46.41111098	71.43548521	46.38194158	61.58940676	23.89981826	62.80613397
ENSG00000115902	SLC1A4	19.00118417	22.02596584	21.63430936	22.01246649	25.78187869	24.06117476	23.23068132	24.78394558	14.95445424	13.4535155	14.80880844	15.57436607	16.93480193	15.04627201	14.71517736	17.58571751
ENSG00000115904	SOS1	11.7672308	15.52088784	13.7779477	15.14457695	16.85203661	17.72492736	17.42301099	17.17829032	11.11855333	10.87731041	12.21345026	10.64778089	13.752785	7.757189125	18.07300306	8.981277158
ENSG00000115919	KYNU	1.543243384	0.760827836	0.820813905	0.704398928	0.903408148	1.159574687	0.511074989	0.72122593	0.611520433	0.228996009	1.119566274	0.635688411	0.647189883	0.80246784	1.777672432	0.690867474
ENSG00000115942	ORC2	52.66318048	42.0737793	40.1612518	35.92434531	37.76940989	40.99924787	37.40139692	35.53676853	42.36168821	43.33749462	45.59688096	39.33322044	36.83589082	36.98039298	47.00955988	42.58255883
ENSG00000115944	COX7A2L	116.8042336	94.60894135	96.15248605	87.87376623	87.97805505	82.3298028	93.75902979	87.85843142	106.5157409	116.9597114	118.674025	115.2185245	112.6649721	129.9329178	118.1164572	135.9124739
ENSG00000115946	PNO1	41.57111866	26.24856033	27.49726583	24.03761341	23.76658359	23.35714727	25.367904	21.96460786	33.5224383	30.57096714	32.16208568	27.33460168	25.18647293	23.67280129	30.02291219	23.3010757
ENSG00000115947	ORC4	73.68987159	45.72575292	43.44450742	38.74194102	52.6061514	50.48291228	49.20258303	42.22449988	48.86604191	45.5129567	48.14134977	36.86992785	54.5796801	51.15732483	94.61167724	47.16740661
ENSG00000115966	ATF2	37.23074664	27.23763651	30.07696667	28.9684059	28.631089	30.14894187	28.43435393	29.43913113	17.0113866	21.69737181	19.69418854	17.1635871	29.7707346	25.14399233	46.31824282	27.69750508
ENSG00000115970	THADA	21.89476551	23.66174569	27.20411801	23.15711475	20.81313388	23.23290713	23.83467903	21.83347587	24.46081734	27.70851703	30.07562126	21.45448388	22.86737585	25.07712001	26.46756733	20.85163648
ENSG00000115977	AAK1	50.73412625	72.58297551	62.96815245	61.10660698	57.99185382	68.33207979	60.07454188	64.5169377	55.25921007	55.35978507	54.6551899	38.85645414	44.00891201	31.89809666	54.81156667	46.66495754
ENSG00000115993	TRAK2	39.73851714	45.61162874	39.69221528	35.21994638	47.74164599	48.95061716	47.2512058	47.0763834	58.42799778	48.66165182	56.74165432	47.67663084	66.93022035	57.10896131	72.48953141	55.08097949
ENSG00000115998	C2ORF42	5.883615402	5.516001808	5.100772126	5.45909169	4.899251881	5.300912857	6.225822593	4.130657597	8.227729468	7.098876265	7.989632044	6.595267266	7.766278591	6.687232004	9.085881321	5.778164326
ENSG00000116001	TIA1	46.68311237	34.6937493	38.1678466	32.57845041	37.63042402	37.81041748	35.12479015	32.19290286	39.02612221	39.04381946	41.37306275	28.2881343	42.33700482	35.50920194	70.31682066	42.08010976
ENSG00000116005	PCYOX1	49.76959914	53.86661076	45.02750566	43.67273352	52.18919379	52.4707546	51.33980571	48.58440126	50.53382491	54.84454405	51.14382295	44.57764984	46.8134015	38.11722242	66.46519706	49.05159063
ENSG00000116016	EPAS1	0.868074404	1.864028197	0.703554776	0.88049866	1.980548633	2.733283192	2.137222681	1.835847821	0.8338915	0.686988026	0.508893761	0.874071565	2.58875953	1.872424961	1.678912853	1.758571751
